usneseni,kategorie,cislo,stala_delegace,poslanec,nahradnik,funkce,termin,pobyt,zeme,organizace,mesto,zduvodneni,naklady_PSP,url
UO117,3,2,,R. Vondráček,F,předseda PS,18. – 19. 10. 2018,18. – 19. 10. 2018,Francie,,Paříž,účast na mezinárodní konferenci „100 let od vzniku Československa – odkaz a význam roku 1918 ve střední Evropě“ pořádané Národním shromážděním Parlamentu Francie v Paříži,"místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,4,,J. Volný,F,Rozpočtový výbor,18. – 21. 11. 2018,18. – 21. 11. 2018,Německo,,Berlín,"jednání s partnerským výborem a představiteli dalších institucí, záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,4,,V. Kovářová,F,Rozpočtový výbor,18. – 21. 11. 2018,18. – 21. 11. 2018,Německo,,Berlín,"jednání s partnerským výborem a představiteli dalších institucí, záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,4,,I. Nevludová,F,Rozpočtový výbor,18. – 21. 11. 2018,18. – 21. 11. 2018,Německo,,Berlín,"jednání s partnerským výborem a představiteli dalších institucí, záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,4,,J. Pošvář,F,Rozpočtový výbor,18. – 21. 11. 2018,18. – 21. 11. 2018,Německo,,Berlín,"jednání s partnerským výborem a představiteli dalších institucí, záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,4,,J. Dolejš,T,Rozpočtový výbor,18. – 21. 11. 2018,18. – 21. 11. 2018,Německo,,Berlín,"jednání s partnerským výborem a představiteli dalších institucí, záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,5,,H. Válková,F,Petiční výbor,19. – 25. 11. 2018,19. – 25. 11. 2018,Portugalsko,,Lisabon,"jednání s partnerským výborem a představiteli dalších institucí – záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení, příspěvek na recepci pořádanou ZÚ při příležitosti konference k výročí 17. listopadu 1989 ve výši 900,- EUR",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,5,,S. Blaha,F,Petiční výbor,19. – 25. 11. 2018,19. – 25. 11. 2018,Portugalsko,,Lisabon,"jednání s partnerským výborem a představiteli dalších institucí – záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení, příspěvek na recepci pořádanou ZÚ při příležitosti konference k výročí 17. listopadu 1989 ve výši 900,- EUR",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,5,,A. Gajdůšková,F,Petiční výbor,19. – 25. 11. 2018,19. – 25. 11. 2018,Portugalsko,,Lisabon,"jednání s partnerským výborem a představiteli dalších institucí – záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení, příspěvek na recepci pořádanou ZÚ při příležitosti konference k výročí 17. listopadu 1989 ve výši 900,- EUR",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,3,5,,E. Matyášová,F,Petiční výbor,19. – 25. 11. 2018,19. – 25. 11. 2018,Portugalsko,,Lisabon,"jednání s partnerským výborem a představiteli dalších institucí – záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení, příspěvek na recepci pořádanou ZÚ při příležitosti konference k výročí 17. listopadu 1989 ve výši 900,- EUR",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO117,4,1,,D. Balcarová,F,předsedkyně Výboru pro životní prostředí,26. – 27. 11. 2018,25. – 27. 11. 2018,Belgie,EP,Brusel,individuální jednání se zástupci výboru pro životní prostředí EP a dalších institucí EU v Bruselu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=151731
UO121,1,1,Rada Evropy,J. Kobza,F,,12. 11. 2018,11. - 13. 11. 2018,Maďarsko,,Budapešť,"zasedání Výboru pro migraci, uprchlíky a vnitřně vysídlené osoby","doprava, ubytování, stravné, pojištění – náklady refundovány PS RE",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,1,2,NATO,J. Hájek,F,,10. – 12. 12. 2018,9. – 13. 12. 2018,USA,,Washington,18. Parlamentní transatlantické fórum,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,1,2,NATO,J. Farský,F,,10. – 12. 12. 2018,9. – 13. 12. 2018,USA,,Washington,18. Parlamentní transatlantické fórum,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,1,2,NATO,J. Chvojka,F,,10. – 12. 12. 2018,9. – 13. 12. 2018,USA,,Washington,18. Parlamentní transatlantické fórum,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,1,2,NATO,R. Králíček,F,,10. – 12. 12. 2018,9. – 13. 12. 2018,USA,,Washington,18. Parlamentní transatlantické fórum,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,1,2,NATO,J. Lipavský,F,,10. – 12. 12. 2018,9. – 13. 12. 2018,USA,,Washington,18. Parlamentní transatlantické fórum,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,1,,P. Mališ,F,Výbor pro evropské záležitosti,15. – 16. 11. 2018,14. – 17. 11. 2018,Rakousko,EU,Bregenz,účast na meziparlamentní konferenci o subsidiaritě pořádané v rámci rakouského předsednictví v Radě EU v Bregenzu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,1,,J. Skopeček,F,Výbor pro evropské záležitosti,15. – 16. 11. 2018,14. – 17. 11. 2018,Rakousko,EU,Bregenz,účast na meziparlamentní konferenci o subsidiaritě pořádané v rámci rakouského předsednictví v Radě EU v Bregenzu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,O. Benešík,F,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,J. Bžoch,F,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,P. Mališ,F,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,P. Mališ,F,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,J. Skopeček,F,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,A. Kalous,T,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,F. Kopřiva,T,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,H. Langšádlová,T,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,O. Veselý,T,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,2,,J. Zahradník,T,Výbor pro evropské záležitosti,18. – 20. 11. 2018,17. – 21. 11. 2018,Rakousko,EU,Vídeň,"účast na LX. COSAC (Konference zástupců výborů pro evropské záležitosti národních parlamentů EU, kandidátských zemí a EP) pořádané v rámci rakouského předsednictví v Radě EU ve Vídni","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,2,3,,J. Valenta,F,Výbor pro evropské záležitosti,19. - 20. 11. 2018,19. – 20. 11. 2018,Belgie,EP,Brusel,účast na meziparlamentním výborovém setkání pořádaném výborem pro kulturu a vzdělávání EP k tématu evropského kulturního dědictví v Bruselu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,1,,R. Vondráček,F,předseda PS,30. 10. 2018,30. 10. 2018,Slovensko,,Bratislava,účast předsedy PS na oslavách výročí podpisu Martinské deklarace (na pozvání předsedy vlády SR),"místní doprava, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,S. Grospič,F,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,M. Benda,F,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,R. Rozvoral,F,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,H. Válková,F,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,P. Gazdík,T,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,2,,J. Michálek,T,Mandátový a imunitní výbor,6. – 8. 11. 2018,6. – 8. 11. 2018,Itálie,,Řím,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 24. 1. 2018, usn. č. 33","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,T. Hanzel,F,místopředseda PS,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,R. Kubíček,F,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,T. Martínek,F,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,V. Munzar,F,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,R. Rozvoral,F,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,L. Černohorský,T,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,3,,P. Staněk,T,Kontrolní výbor,20. – 22. 11. 2018,19. – 23. 11. 2018,Tunisko,,Tunis,"jednání s partnerským výborem a představiteli dalších institucí záměr vyslání schválen ORGV 27. 6. 2018, usn. č. 89","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,4,,J. Černochová,F,Výbor pro obranu,5. – 6. 12. 2018,5. – 6. 12. 2018,Litva,,Vilnius,"Litva, Lotyšsko – jednání s partnerským výborem a představiteli dalších institucí, návštěva příslušníků AČR působících v rámci alianční zahraniční mise (společná cesta s NGŠ) – viz kategorie Záměry","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,4,,P. Jelínek,F,Výbor pro obranu,5. – 6. 12. 2018,5. – 6. 12. 2018,Litva,,Vilnius,"Litva, Lotyšsko – jednání s partnerským výborem a představiteli dalších institucí, návštěva příslušníků AČR působících v rámci alianční zahraniční mise (společná cesta s NGŠ) – viz kategorie Záměry","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,4,,J. Lipavský,F,Výbor pro obranu,5. – 6. 12. 2018,5. – 6. 12. 2018,Litva,,Vilnius,"Litva, Lotyšsko – jednání s partnerským výborem a představiteli dalších institucí, návštěva příslušníků AČR působících v rámci alianční zahraniční mise (společná cesta s NGŠ) – viz kategorie Záměry","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO121,3,4,,M. Ratiborský,F,Výbor pro obranu,5. – 6. 12. 2018,5. – 6. 12. 2018,Litva,,Vilnius,"Litva, Lotyšsko – jednání s partnerským výborem a představiteli dalších institucí, návštěva příslušníků AČR působících v rámci alianční zahraniční mise (společná cesta s NGŠ) – viz kategorie Záměry","doprava, místní doprava, ubytování, stravné, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152082
UO127,1,1,Rada Evropy,J. Kytýr,F,,4. – 5. 12. 2018,3. - 6. 12. 2018,Francie,,Paříž,"zasedání Výboru pro sociální záležitosti, zdraví a udržitelný rozvoj a Výboru pro migraci, uprchlíky a vysídlené osoby","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,1,2,,M. Němcová,F,,6. – 7. 12. 2018,5. – 8. 12. 2018,Francie,,Paříž,"zasedání Výboru pro kulturu, vědu, vzdělání a média","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,1,2,,P. Staněk,F,,6. – 7. 12. 2018,5. – 8. 12. 2018,Francie,,Paříž,"zasedání Výboru pro kulturu, vědu, vzdělání a média","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,1,3,,M. Němcová,F,,11. 12. 2018,10. – 12. 2018,Francie,,Paříž,zasedání Výboru pro politické záležitosti a demokracii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,2,1,,F. Kopřiva,F,Výbor pro evropské záležitosti,27. 11. 2018,26. - 27. 11. 2018,Belgie,EP,Brusel,účast na meziparlamentním setkání pořádaném Výborem pro právní záležitosti (JURI) a Petičním výborem (PETI) Evropského parlamentu k tématu posilování postavení parlamentů a prosazování práv občanů při implementaci unijního práva v Bruselu,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,3,1,,R. Vondráček,F,předseda PS,15. 11. 2018,15. 11. 2018,Slovensko,V4,Bratislava,účast předsedy PS na setkání předsedů parlamentů členských států Visegrádské skupiny v Bratislavě (na pozvání předsedy NR SR),"místní doprava, stravné, pojištění, květinové dary",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,3,2,,R. Vondráček,F,předseda PS,25. – 28. 11. 2018,25. - 28. 11. 2018,Izrael,,Jeruzalém,účast v oficiální delegaci prezidenta ČR při státní návštěvě v Izraeli,"místní doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,3,2,,M. Janulík,F,předseda Meziparlamentní skupiny přátel ČR-Izrael,25. – 28. 11. 2018,25. - 28. 11. 2018,Izrael,,Jeruzalém,účast v oficiální delegaci prezidenta ČR při státní návštěvě v Izraeli,"místní doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,1,,J. Kobza,F,Výbor pro evropské záležitosti,8. 11. 2018,8. – 9. 11. 2018,Francie,,Paříž,účast na meziparlamentním setkání k tématu občanských konzultací o budoucnosti Evropy pořádaném Národním shromážděním Parlamentu Francie v Paříži (na pozvání předsedkyně partnerského výboru),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,1,,M. Peksa,F,Výbor pro evropské záležitosti,8. 11. 2018,8. – 9. 11. 2018,Francie,,Paříž,účast na meziparlamentním setkání k tématu občanských konzultací o budoucnosti Evropy pořádaném Národním shromážděním Parlamentu Francie v Paříži (na pozvání předsedkyně partnerského výboru),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,2,, V. Pikal,F,místopředseda PS,24. 11. 2018,23. – 25. 11. 2018,Ukrajina,,Kyjev,účast na Mezinárodním fóru „Ukrajina si pamatuje – svět uznává“ a navazujících pietních aktech v Kyjevě na památku obětí hladomoru vyvolaného stalinským režimem (na pozvání předsedy vlády a vedoucího Kanceláře prezidenta Ukrajiny),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,3,,J. Hájek,F,místopředseda Výboru pro obranu,26. – 27. 11. 2018,26. – 27. 11. 2018,Polsko,B9,Varšava,účast na setkání předsedů výborů pro obranu zemí tzv. Bukurešťské devítky (9 členských států NATO nacházejících se na východním křídle Severoatlantické aliance) pořádaném Sejmem Parlamentu Polska ve Varšavě,"doprava vlastním automobilem, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,V. Filip,F,1. místopředseda PS,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,R. Fiala,F,,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,S. Juránek,F,,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,A. Kalous,F,,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,P. Kováčik,F,,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,4,,J. Kott,T,,27. – 29. 11. 2018,26. – 30. 11. 2018,Uzbekistán,,Taškent,"pracovní cesta 1. místopředsedy PS za účasti podnikatelské mise za účelem podpory ekonomické diplomacie ČR, záměr vyslání schválen ORGV 30. 8. 2018, usn. č. 101","místní doprava, ubytování, stravné, pojištění, příspěvek na recepci pořádanou ZÚ pro členy delegace a další přizvané hosty ve výši 600,- EUR, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,K. Krejza,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,F. Kopřiva,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,J. Řehounek,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,K. Šlechtová,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,R. Zlesák,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,,P. Žáček,F,Výbor pro obranu,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
UO127,4,5,, J. Bžoch,F,Zahraniční výbor,10. – 11. 12. 2018,9. – 11. 12. 2018,Belgie,,Brusel,studijní návštěva centrály NATO v Bruselu a Vrchního velitelství spojeneckých sil NATO v Evropě (SHAPE) v Monsu (na základě pozvání představitelů Sekce veřejné diplomacie NATO),"stravné, pojištění, tlumočení – další náklady refundovány NATO",http://www.psp.cz/sqw/text/text2.sqw?idd=152214
